Binary			Decimal		Hexadecimal	Character
0000000110001000	00392		0188		ƈ
0000000110001001	00393		0189		Ɖ
0000000110001010	00394		018a		Ɗ
0000000110001011	00395		018b		Ƌ
0000000110001100	00396		018c		ƌ
0000000110001101	00397		018d		ƍ
0000000110001110	00398		018e		Ǝ
0000000110001111	00399		018f		Ə
0000000110010000	00400		0190		Ɛ
0000000110010001	00401		0191		Ƒ
0000000110010010	00402		0192		ƒ
0000000110010011	00403		0193		Ɠ
0000000110010100	00404		0194		Ɣ
0000000110010101	00405		0195		ƕ
0000000110010110	00406		0196		Ɩ
0000000110010111	00407		0197		Ɨ
0000000110011000	00408		0198		Ƙ
0000000110011001	00409		0199		ƙ
0000000110011010	00410		019a		ƚ
0000000110011011	00411		019b		ƛ
0000000110011100	00412		019c		Ɯ
0000000110011101	00413		019d		Ɲ
0000000110011110	00414		019e		ƞ
0000000110011111	00415		019f		Ɵ
0000000110100000	00416		01a0		Ơ
0000000110100001	00417		01a1		ơ
0000000110100010	00418		01a2		Ƣ
0000000110100011	00419		01a3		ƣ
0000000110100100	00420		01a4		Ƥ
0000000110100101	00421		01a5		ƥ
0000000110100110	00422		01a6		Ʀ
0000000110100111	00423		01a7		Ƨ
0000000110101000	00424		01a8		ƨ
0000000110101001	00425		01a9		Ʃ
0000000110101010	00426		01aa		ƪ
0000000110101011	00427		01ab		ƫ
0000000110101100	00428		01ac		Ƭ
0000000110101101	00429		01ad		ƭ
0000000110101110	00430		01ae		Ʈ
0000000110101111	00431		01af		Ư
0000000110110000	00432		01b0		ư
0000000110110001	00433		01b1		Ʊ
0000000110110010	00434		01b2		Ʋ
0000000110110011	00435		01b3		Ƴ
0000000110110100	00436		01b4		ƴ
0000000110110101	00437		01b5		Ƶ
0000000110110110	00438		01b6		ƶ
0000000110110111	00439		01b7		Ʒ
0000000110111000	00440		01b8		Ƹ
0000000110111001	00441		01b9		ƹ
0000000110111010	00442		01ba		ƺ
0000000110111011	00443		01bb		ƻ
0000000110111100	00444		01bc		Ƽ
0000000110111101	00445		01bd		ƽ
0000000110111110	00446		01be		ƾ
0000000110111111	00447		01bf		ƿ
0000000111000000	00448		01c0		ǀ
0000000111000001	00449		01c1		ǁ
0000000111000010	00450		01c2		ǂ
0000000111000011	00451		01c3		ǃ
0000000111000100	00452		01c4		Ǆ
0000000111000101	00453		01c5		ǅ
0000000111000110	00454		01c6		ǆ
0000000111000111	00455		01c7		Ǉ
0000000111001000	00456		01c8		ǈ
0000000111001001	00457		01c9		ǉ
0000000111001010	00458		01ca		Ǌ
0000000111001011	00459		01cb		ǋ
0000000111001100	00460		01cc		ǌ
0000000111001101	00461		01cd		Ǎ
0000000111001110	00462		01ce		ǎ
0000000111001111	00463		01cf		Ǐ
0000000111010000	00464		01d0		ǐ
0000000111010001	00465		01d1		Ǒ
0000000111010010	00466		01d2		ǒ
0000000111010011	00467		01d3		Ǔ
0000000111010100	00468		01d4		ǔ
0000000111010101	00469		01d5		Ǖ
0000000111010110	00470		01d6		ǖ
0000000111010111	00471		01d7		Ǘ
0000000111011000	00472		01d8		ǘ
0000000111011001	00473		01d9		Ǚ
0000000111011010	00474		01da		ǚ
0000000111011011	00475		01db		Ǜ
0000000111011100	00476		01dc		ǜ
0000000111011101	00477		01dd		ǝ
0000000111011110	00478		01de		Ǟ
0000000111011111	00479		01df		ǟ
0000000111100000	00480		01e0		Ǡ
0000000111100001	00481		01e1		ǡ
0000000111100010	00482		01e2		Ǣ
0000000111100011	00483		01e3		ǣ
0000000111100100	00484		01e4		Ǥ
0000000111100101	00485		01e5		ǥ
0000000111100110	00486		01e6		Ǧ
0000000111100111	00487		01e7		ǧ
0000000111101000	00488		01e8		Ǩ
0000000111101001	00489		01e9		ǩ
0000000111101010	00490		01ea		Ǫ
0000000111101011	00491		01eb		ǫ
0000000111101100	00492		01ec		Ǭ
0000000111101101	00493		01ed		ǭ
0000000111101110	00494		01ee		Ǯ
0000000111101111	00495		01ef		ǯ
0000000111110000	00496		01f0		ǰ
0000000111110001	00497		01f1		Ǳ
0000000111110010	00498		01f2		ǲ
0000000111110011	00499		01f3		ǳ
0000000111110100	00500		01f4		Ǵ
0000000111110101	00501		01f5		ǵ
0000000111110110	00502		01f6		Ƕ
0000000111110111	00503		01f7		Ƿ
0000000111111000	00504		01f8		Ǹ
0000000111111001	00505		01f9		ǹ
0000000111111010	00506		01fa		Ǻ
0000000111111011	00507		01fb		ǻ
0000000111111100	00508		01fc		Ǽ
0000000111111101	00509		01fd		ǽ
0000000111111110	00510		01fe		Ǿ
0000000111111111	00511		01ff		ǿ
0000001000000000	00512		0200		Ȁ
0000001000000001	00513		0201		ȁ
0000001000000010	00514		0202		Ȃ
0000001000000011	00515		0203		ȃ
0000001000000100	00516		0204		Ȅ
0000001000000101	00517		0205		ȅ
0000001000000110	00518		0206		Ȇ
0000001000000111	00519		0207		ȇ
0000001000001000	00520		0208		Ȉ
0000001000001001	00521		0209		ȉ
0000001000001010	00522		020a		Ȋ
0000001000001011	00523		020b		ȋ
0000001000001100	00524		020c		Ȍ
0000001000001101	00525		020d		ȍ
0000001000001110	00526		020e		Ȏ
0000001000001111	00527		020f		ȏ
0000001000010000	00528		0210		Ȑ
0000001000010001	00529		0211		ȑ
0000001000010010	00530		0212		Ȓ
0000001000010011	00531		0213		ȓ
0000001000010100	00532		0214		Ȕ
0000001000010101	00533		0215		ȕ
0000001000010110	00534		0216		Ȗ
0000001000010111	00535		0217		ȗ
0000001000011000	00536		0218		Ș
0000001000011001	00537		0219		ș
0000001000011010	00538		021a		Ț
0000001000011011	00539		021b		ț
0000001000011100	00540		021c		Ȝ
0000001000011101	00541		021d		ȝ
0000001000011110	00542		021e		Ȟ
0000001000011111	00543		021f		ȟ
0000001000100000	00544		0220		Ƞ
0000001000100001	00545		0221		ȡ
0000001000100010	00546		0222		Ȣ
0000001000100011	00547		0223		ȣ
0000001000100100	00548		0224		Ȥ
0000001000100101	00549		0225		ȥ
0000001000100110	00550		0226		Ȧ
0000001000100111	00551		0227		ȧ
0000001000101000	00552		0228		Ȩ
0000001000101001	00553		0229		ȩ
0000001000101010	00554		022a		Ȫ
0000001000101011	00555		022b		ȫ
0000001000101100	00556		022c		Ȭ
0000001000101101	00557		022d		ȭ
0000001000101110	00558		022e		Ȯ
0000001000101111	00559		022f		ȯ
0000001000110000	00560		0230		Ȱ
0000001000110001	00561		0231		ȱ
0000001000110010	00562		0232		Ȳ
0000001000110011	00563		0233		ȳ
0000001000110100	00564		0234		ȴ
0000001000110101	00565		0235		ȵ
0000001000110110	00566		0236		ȶ
0000001000110111	00567		0237		ȷ
0000001000111000	00568		0238		ȸ
0000001000111001	00569		0239		ȹ
0000001000111010	00570		023a		Ⱥ
0000001000111011	00571		023b		Ȼ
0000001000111100	00572		023c		ȼ
0000001000111101	00573		023d		Ƚ
0000001000111110	00574		023e		Ⱦ
0000001000111111	00575		023f		ȿ
0000001001000000	00576		0240		ɀ
0000001001000001	00577		0241		Ɂ
0000001001000010	00578		0242		ɂ
0000001001000011	00579		0243		Ƀ
0000001001000100	00580		0244		Ʉ
0000001001000101	00581		0245		Ʌ
0000001001000110	00582		0246		Ɇ
0000001001000111	00583		0247		ɇ
0000001001001000	00584		0248		Ɉ
0000001001001001	00585		0249		ɉ
0000001001001010	00586		024a		Ɋ
0000001001001011	00587		024b		ɋ
0000001001001100	00588		024c		Ɍ
0000001001001101	00589		024d		ɍ
0000001001001110	00590		024e		Ɏ
0000001001001111	00591		024f		ɏ
0000001001010000	00592		0250		ɐ
0000001001010001	00593		0251		ɑ
0000001001010010	00594		0252		ɒ
0000001001010011	00595		0253		ɓ
0000001001010100	00596		0254		ɔ
0000001001010101	00597		0255		ɕ
0000001001010110	00598		0256		ɖ
0000001001010111	00599		0257		ɗ
0000001001011000	00600		0258		ɘ
0000001001011001	00601		0259		ə
0000001001011010	00602		025a		ɚ
0000001001011011	00603		025b		ɛ
0000001001011100	00604		025c		ɜ
0000001001011101	00605		025d		ɝ
0000001001011110	00606		025e		ɞ
0000001001011111	00607		025f		ɟ
0000001001100000	00608		0260		ɠ
0000001001100001	00609		0261		ɡ
0000001001100010	00610		0262		ɢ
0000001001100011	00611		0263		ɣ
0000001001100100	00612		0264		ɤ
0000001001100101	00613		0265		ɥ
0000001001100110	00614		0266		ɦ
0000001001100111	00615		0267		ɧ
0000001001101000	00616		0268		ɨ
0000001001101001	00617		0269		ɩ
0000001001101010	00618		026a		ɪ
0000001001101011	00619		026b		ɫ
0000001001101100	00620		026c		ɬ
0000001001101101	00621		026d		ɭ
0000001001101110	00622		026e		ɮ
0000001001101111	00623		026f		ɯ
0000001001110000	00624		0270		ɰ
0000001001110001	00625		0271		ɱ
0000001001110010	00626		0272		ɲ
0000001001110011	00627		0273		ɳ
0000001001110100	00628		0274		ɴ
0000001001110101	00629		0275		ɵ
0000001001110110	00630		0276		ɶ
0000001001110111	00631		0277		ɷ
0000001001111000	00632		0278		ɸ
0000001001111001	00633		0279		ɹ
0000001001111010	00634		027a		ɺ
0000001001111011	00635		027b		ɻ
0000001001111100	00636		027c		ɼ
0000001001111101	00637		027d		ɽ
0000001001111110	00638		027e		ɾ
0000001001111111	00639		027f		ɿ
0000001010000000	00640		0280		ʀ
0000001010000001	00641		0281		ʁ
0000001010000010	00642		0282		ʂ
0000001010000011	00643		0283		ʃ
0000001010000100	00644		0284		ʄ
0000001010000101	00645		0285		ʅ
0000001010000110	00646		0286		ʆ
0000001010000111	00647		0287		ʇ
0000001010001000	00648		0288		ʈ
0000001010001001	00649		0289		ʉ
0000001010001010	00650		028a		ʊ
0000001010001011	00651		028b		ʋ
0000001010001100	00652		028c		ʌ
0000001010001101	00653		028d		ʍ
0000001010001110	00654		028e		ʎ
0000001010001111	00655		028f		ʏ
0000001010010000	00656		0290		ʐ
0000001010010001	00657		0291		ʑ
0000001010010010	00658		0292		ʒ
0000001010010011	00659		0293		ʓ
0000001010010100	00660		0294		ʔ
0000001010010101	00661		0295		ʕ
0000001010010110	00662		0296		ʖ
0000001010010111	00663		0297		ʗ
0000001010011000	00664		0298		ʘ
0000001010011001	00665		0299		ʙ
0000001010011010	00666		029a		ʚ
0000001010011011	00667		029b		ʛ
0000001010011100	00668		029c		ʜ
0000001010011101	00669		029d		ʝ
0000001010011110	00670		029e		ʞ
0000001010011111	00671		029f		ʟ
0000001010100000	00672		02a0		ʠ
0000001010100001	00673		02a1		ʡ
0000001010100010	00674		02a2		ʢ
0000001010100011	00675		02a3		ʣ
0000001010100100	00676		02a4		ʤ
0000001010100101	00677		02a5		ʥ
0000001010100110	00678		02a6		ʦ
0000001010100111	00679		02a7		ʧ
0000001010101000	00680		02a8		ʨ
0000001010101001	00681		02a9		ʩ
0000001010101010	00682		02aa		ʪ
0000001010101011	00683		02ab		ʫ
0000001010101100	00684		02ac		ʬ
0000001010101101	00685		02ad		ʭ
0000001010101110	00686		02ae		ʮ
0000001010101111	00687		02af		ʯ
0000001010110000	00688		02b0		ʰ
0000001010110001	00689		02b1		ʱ
0000001010110010	00690		02b2		ʲ
0000001010110011	00691		02b3		ʳ
0000001010110100	00692		02b4		ʴ
0000001010110101	00693		02b5		ʵ
0000001010110110	00694		02b6		ʶ
0000001010110111	00695		02b7		ʷ
0000001010111000	00696		02b8		ʸ
0000001010111001	00697		02b9		ʹ
0000001010111010	00698		02ba		ʺ
0000001010111011	00699		02bb		ʻ
0000001010111100	00700		02bc		ʼ
0000001010111101	00701		02bd		ʽ
0000001010111110	00702		02be		ʾ
0000001010111111	00703		02bf		ʿ
0000001011000000	00704		02c0		ˀ
0000001011000001	00705		02c1		ˁ
0000001011000010	00706		02c2		˂
0000001011000011	00707		02c3		˃
0000001011000100	00708		02c4		˄
0000001011000101	00709		02c5		˅
0000001011000110	00710		02c6		ˆ
0000001011000111	00711		02c7		ˇ
0000001011001000	00712		02c8		ˈ
0000001011001001	00713		02c9		ˉ
0000001011001010	00714		02ca		ˊ
0000001011001011	00715		02cb		ˋ
0000001011001100	00716		02cc		ˌ
0000001011001101	00717		02cd		ˍ
0000001011001110	00718		02ce		ˎ
0000001011001111	00719		02cf		ˏ
0000001011010000	00720		02d0		ː
0000001011010001	00721		02d1		ˑ
0000001011010010	00722		02d2		˒
0000001011010011	00723		02d3		˓
0000001011010100	00724		02d4		˔
0000001011010101	00725		02d5		˕
0000001011010110	00726		02d6		˖
0000001011010111	00727		02d7		˗
0000001011011000	00728		02d8		˘
0000001011011001	00729		02d9		˙
0000001011011010	00730		02da		˚
0000001011011011	00731		02db		˛
0000001011011100	00732		02dc		˜
0000001011011101	00733		02dd		˝
0000001011011110	00734		02de		˞
0000001011011111	00735		02df		˟
0000001011100000	00736		02e0		ˠ
0000001011100001	00737		02e1		ˡ
0000001011100010	00738		02e2		ˢ
0000001011100011	00739		02e3		ˣ
0000001011100100	00740		02e4		ˤ
0000001011100101	00741		02e5		˥
0000001011100110	00742		02e6		˦
0000001011100111	00743		02e7		˧
0000001011101000	00744		02e8		˨
0000001011101001	00745		02e9		˩
0000001011101010	00746		02ea		˪
0000001011101011	00747		02eb		˫
0000001011101100	00748		02ec		ˬ
0000001011101101	00749		02ed		˭
0000001011101110	00750		02ee		ˮ
0000001011101111	00751		02ef		˯
0000001011110000	00752		02f0		˰
0000001011110001	00753		02f1		˱
0000001011110010	00754		02f2		˲
0000001011110011	00755		02f3		˳
0000001011110100	00756		02f4		˴
0000001011110101	00757		02f5		˵
0000001011110110	00758		02f6		˶
0000001011110111	00759		02f7		˷
0000001011111000	00760		02f8		˸
0000001011111001	00761		02f9		˹
0000001011111010	00762		02fa		˺
0000001011111011	00763		02fb		˻
0000001011111100	00764		02fc		˼
0000001011111101	00765		02fd		˽
0000001011111110	00766		02fe		˾
0000001011111111	00767		02ff		˿
0000001100000000	00768		0300		̀
0000001100000001	00769		0301		́
0000001100000010	00770		0302		̂
0000001100000011	00771		0303		̃
0000001100000100	00772		0304		̄
0000001100000101	00773		0305		̅
0000001100000110	00774		0306		̆
0000001100000111	00775		0307		̇
0000001100001000	00776		0308		̈
0000001100001001	00777		0309		̉
0000001100001010	00778		030a		̊
0000001100001011	00779		030b		̋
0000001100001100	00780		030c		̌
0000001100001101	00781		030d		̍
0000001100001110	00782		030e		̎
0000001100001111	00783		030f		̏
0000001100010000	00784		0310		̐
0000001100010001	00785		0311		̑
0000001100010010	00786		0312		̒
0000001100010011	00787		0313		̓
0000001100010100	00788		0314		̔
0000001100010101	00789		0315		̕
0000001100010110	00790		0316		̖
0000001100010111	00791		0317		̗
0000001100011000	00792		0318		̘
0000001100011001	00793		0319		̙
0000001100011010	00794		031a		̚
0000001100011011	00795		031b		̛
0000001100011100	00796		031c		̜
0000001100011101	00797		031d		̝
0000001100011110	00798		031e		̞
0000001100011111	00799		031f		̟
0000001100100000	00800		0320		̠
0000001100100001	00801		0321		̡
0000001100100010	00802		0322		̢
0000001100100011	00803		0323		̣
0000001100100100	00804		0324		̤
0000001100100101	00805		0325		̥
0000001100100110	00806		0326		̦
0000001100100111	00807		0327		̧
0000001100101000	00808		0328		̨
0000001100101001	00809		0329		̩
0000001100101010	00810		032a		̪
